"subject_Id" "activity" "Time_BodyAccelerometerMean()-X" "Time_BodyAccelerometerMean()-Y" "Time_BodyAccelerometerMean()-Z" "Time_BodyAccelerometerSTD()-X" "Time_BodyAccelerometerSTD()-Y" "Time_BodyAccelerometerSTD()-Z" "Time_GravityAccelerometerMean()-X" "Time_GravityAccelerometerMean()-Y" "Time_GravityAccelerometerMean()-Z" "Time_GravityAccelerometerSTD()-X" "Time_GravityAccelerometerSTD()-Y" "Time_GravityAccelerometerSTD()-Z" "Time_BodyAccelerometerJerkMean()-X" "Time_BodyAccelerometerJerkMean()-Y" "Time_BodyAccelerometerJerkMean()-Z" "Time_BodyAccelerometerJerkSTD()-X" "Time_BodyAccelerometerJerkSTD()-Y" "Time_BodyAccelerometerJerkSTD()-Z" "Time_BodyGyroscopeMean()-X" "Time_BodyGyroscopeMean()-Y" "Time_BodyGyroscopeMean()-Z" "Time_BodyGyroscopeSTD()-X" "Time_BodyGyroscopeSTD()-Y" "Time_BodyGyroscopeSTD()-Z" "Time_BodyGyroscopeJerkMean()-X" "Time_BodyGyroscopeJerkMean()-Y" "Time_BodyGyroscopeJerkMean()-Z" "Time_BodyGyroscopeJerkSTD()-X" "Time_BodyGyroscopeJerkSTD()-Y" "Time_BodyGyroscopeJerkSTD()-Z" "Time_BodyAccelerometerMagnitudeMean()" "Time_BodyAccelerometerMagnitudeSTD()" "Time_GravityAccelerometerMagnitudeMean()" "Time_GravityAccelerometerMagnitudeSTD()" "Time_BodyAccelerometerJerkMagnitudeMean()" "Time_BodyAccelerometerJerkMagnitudeSTD()" "Time_BodyGyroscopeMagnitudeMean()" "Time_BodyGyroscopeMagnitudeSTD()" "Time_BodyGyroscopeJerkMagnitudeMean()" "Time_BodyGyroscopeJerkMagnitudeSTD()" "Frequency_BodyAccelerometerMean()-X" "Frequency_BodyAccelerometerMean()-Y" "Frequency_BodyAccelerometerMean()-Z" "Frequency_BodyAccelerometerSTD()-X" "Frequency_BodyAccelerometerSTD()-Y" "Frequency_BodyAccelerometerSTD()-Z" "Frequency_BodyAccelerometerMeanFreq()-X" "Frequency_BodyAccelerometerMeanFreq()-Y" "Frequency_BodyAccelerometerMeanFreq()-Z" "Frequency_BodyAccelerometerJerkMean()-X" "Frequency_BodyAccelerometerJerkMean()-Y" "Frequency_BodyAccelerometerJerkMean()-Z" "Frequency_BodyAccelerometerJerkSTD()-X" "Frequency_BodyAccelerometerJerkSTD()-Y" "Frequency_BodyAccelerometerJerkSTD()-Z" "Frequency_BodyAccelerometerJerkMeanFreq()-X" "Frequency_BodyAccelerometerJerkMeanFreq()-Y" "Frequency_BodyAccelerometerJerkMeanFreq()-Z" "Frequency_BodyGyroscopeMean()-X" "Frequency_BodyGyroscopeMean()-Y" "Frequency_BodyGyroscopeMean()-Z" "Frequency_BodyGyroscopeSTD()-X" "Frequency_BodyGyroscopeSTD()-Y" "Frequency_BodyGyroscopeSTD()-Z" "Frequency_BodyGyroscopeMeanFreq()-X" "Frequency_BodyGyroscopeMeanFreq()-Y" "Frequency_BodyGyroscopeMeanFreq()-Z" "Frequency_BodyAccelerometerMagnitudeMean()" "Frequency_BodyAccelerometerMagnitudeSTD()" "Frequency_BodyAccelerometerMagnitudeMeanFreq()" "Frequency_BodyAccelerometerJerkMagnitudeMean()" "Frequency_BodyAccelerometerJerkMagnitudeSTD()" "Frequency_BodyAccelerometerJerkMagnitudeMeanFreq()" "Frequency_BodyGyroscopeMagnitudeMean()" "Frequency_BodyGyroscopeMagnitudeSTD()" "Frequency_BodyGyroscopeMagnitudeMeanFreq()" "Frequency_BodyGyroscopeJerkMagnitudeMean()" "Frequency_BodyGyroscopeJerkMagnitudeSTD()" "Frequency_BodyGyroscopeJerkMagnitudeMeanFreq()" "Angle(Timebody_AccelerometerMean,Gravity)" "Angle(Timebody_AccelerometerJerkMean),GravityMean)" "Angle(Timebody_GyroscopeMean,GravityMean)" "Angle(Timebody_GyroscopeJerkMean,GravityMean)" "Angle(X,GravityMean)" "Angle(Y,GravityMean)" "Angle(Z,GravityMean)"
1 "LAYING" 0.264910935 -0.0170155492222 -0.10025385794 -0.16149768963858 0.013532577972 -0.103566422174 0.9009032928 -0.3403962496 -0.09713093598 -0.9527740144 -0.9403482924 -0.909998578 0.057410024328 0.032184195216 -0.00902414298 -0.218900438528 -0.234107287528 -0.5298629264 0.050669149972 -0.16081713398 0.060148497862 -0.503403863 -0.037234836526 -0.314784659098 -0.1159700903266 -0.04063655997 -0.0304442873214 -0.5400333098 -0.415117168 -0.438693319 -0.0388603306376 -0.148963224906 -0.0388603306376 -0.148963224906 -0.271707237782 -0.244824893394 -0.08636279798 -0.17837260228 -0.43486128168 -0.48426313218 -0.174050887774 -0.085230776038 -0.33468670726 -0.15894128972 -0.006994954442 -0.074922005048 -0.347790584334 -0.04853962447 -0.14243563198 -0.24747792722 -0.2652116825 -0.4923391636 -0.2595468360454 -0.253105138518 -0.5656871606 -0.31413665766 -0.41466525648 -0.262058283266 -0.428004528 -0.199413304 -0.2423866031 -0.5312069016 0.02517046954 -0.4039579596 -0.163879191342 -0.216757059558 -0.110483517144 -0.12958046148 -0.295141021612 0.0111749048126 -0.19495520972 -0.319337623412 0.094416547778 -0.25112989212 -0.2827923772 0.0773317920228 -0.46268880716 -0.55284959884 0.187500582688 0.10748633502 0.04270447376 -0.1498312047 0.04380358762 -0.6631723438 0.319188206 0.0892844863
1 "SITTING" 0.26806328012766 -0.0124872706297872 -0.135385870468085 -0.97845953787234 -0.959303769361702 -0.922623710574468 0.469370973595745 0.404364704191489 0.237549210148936 -0.967809474893617 -0.972589357234043 -0.912802578319149 0.0779843315957447 0.000268803982978724 0.0186666499893617 -0.985641286595745 -0.97796749212766 -0.981891616808511 -0.0375449433723404 -0.0703151240851064 0.106892434659574 -0.955426752765957 -0.981320434893617 -0.950537521914894 -0.101039878225532 -0.041604151893617 -0.0660046310808511 -0.969957484893617 -0.988201187234042 -0.981433156595745 -0.944560488340425 -0.928659711510638 -0.944560488340425 -0.928659711510638 -0.984140985319149 -0.979917529148936 -0.934105255744681 -0.926376644212766 -0.986495964468085 -0.976153893191489 -0.982174191276596 -0.964119924042553 -0.951004129574468 -0.977229204468085 -0.95920817787234 -0.915302914914894 -0.0475725793723404 0.15104885112766 0.261639381255319 -0.984900449361702 -0.977499665957447 -0.978428579574468 -0.987995187659575 -0.980328266170213 -0.984222323829787 0.257442743434043 0.116348968319149 0.125944603914894 -0.946367637212766 -0.980618175957447 -0.952017131914894 -0.958775614893617 -0.982228501702128 -0.954639116382979 0.136124663309787 0.0518362044042553 0.0486341642 -0.951600150638298 -0.929249541574468 0.278057884723404 -0.980433097446809 -0.978207124042553 0.35642447606383 -0.94414968212766 -0.928295589446808 0.0145940070851064 -0.976755582978723 -0.976820961276596 0.219292508744681 0.0256479506489362 0.00567753255319149 0.00353937958510638 -0.00657317331914894 -0.246413109574468 -0.261017739493617 -0.153240198042553
1 "STANDING" 0.273144590943396 -0.0169426446903774 -0.117552351471698 -0.354116851433962 0.0427921627735849 -0.343423175660377 0.834039787924528 -0.214512269245283 -0.119603943283019 -0.97116267754717 -0.969038155471698 -0.932872962830189 0.0803750284849057 0.018540718 -0.0012322906490566 -0.166411031739623 -0.0042654599245283 -0.517415562075472 -0.0349900251490566 -0.0765035185283019 0.0827385604150943 -0.520630120566038 -0.150821045188679 -0.405878695471698 -0.0839981074754717 -0.042373979790566 -0.0448027595792453 -0.265496099283019 -0.334338739433962 -0.452475414716981 -0.217806963943396 -0.255118321056604 -0.217806963943396 -0.255118321056604 -0.20599574690566 -0.0935002387535849 -0.249701563018868 -0.24522028090566 -0.340199488169811 -0.35381783254717 -0.264245611075472 0.0168547706075472 -0.402233918301887 -0.393948083509434 -0.010513778645283 -0.364000626226415 -0.216319831849057 0.096212602654717 0.0655998442233962 -0.22292966664717 -0.101599174549057 -0.496446350566038 -0.182098882056604 0.0344851225984906 -0.536353886037736 -0.174372555103774 -0.33978437745283 -0.148054582871698 -0.405721767283019 -0.179702577683019 -0.31620683290566 -0.557647750377358 -0.140143865954717 -0.493273970943396 -0.0170877937962264 -0.0757124201056604 -0.0543960690733962 -0.175929497283019 -0.422009976981132 0.163829442792453 -0.0866997213464151 -0.108034001343396 0.108550122436415 -0.252927610867925 -0.373260305471698 0.211333280622642 -0.353798698660377 -0.399940528301887 0.181124724535849 0.0494563022471698 -0.0333542322075472 0.0181292485490566 -0.0546524577226415 -0.608019853207547 0.21322604754717 0.105185753075472
1 "WALKING" 0.247200193642105 -0.0233182518463158 -0.0930450283894737 -0.826329486 -0.697545387063158 -0.77600016552 0.550575239547368 0.111004015705263 0.297227207541053 -0.943757340421053 -0.923422339873684 -0.931266859368421 0.0729633285789474 0.00998333720673684 -0.0209055474101895 -0.823703602833684 -0.776332197438947 -0.889909072947368 -0.0260585704284211 -0.0813959911936842 0.0981720203031579 -0.844831509378947 -0.79247789888421 -0.825883936736842 -0.0944218690842105 -0.0492472368894737 -0.0550479146736842 -0.827959209052632 -0.867853557789474 -0.869067505473684 -0.758201627515789 -0.755206764021053 -0.758201627515789 -0.755206764021053 -0.824003557242105 -0.811784151347368 -0.772722088768421 -0.764149351073684 -0.862438619578947 -0.859038921578947 -0.824411287052632 -0.728297660867368 -0.814111385473684 -0.827641894947368 -0.702221132089684 -0.773857080452632 -0.0731514762072632 0.0872440239178947 0.169306006197895 -0.835778056947368 -0.793544573242105 -0.878227060421053 -0.827031971378947 -0.773051928766316 -0.900210314105263 0.123857476975789 -0.0811649210410526 0.0363419996210526 -0.811806736108421 -0.812857160673684 -0.815175428736842 -0.855946284210526 -0.782893798672632 -0.846114284315789 0.0118164262831579 -0.0689428720852632 0.0297140103821053 -0.772121071326316 -0.788221072378947 0.186990789810526 -0.808080967168421 -0.817523730810526 0.300242618409474 -0.794893736796842 -0.78630673231579 -0.00179644375515789 -0.861863976736842 -0.865712438421053 0.243566675410526 0.019044838038 0.0386733398147368 0.00404360688105263 0.0150941022936842 -0.366157307894737 -0.0149340127968421 -0.218642571884211
1 "WALKING_DOWNSTAIRS" 0.265945929387755 -0.0200443599693878 -0.10181624622449 -0.628085330938775 -0.4478091645 -0.445515452861225 0.91551919 -0.336688604693878 -0.034600784944898 -0.970855505714286 -0.963441680408163 -0.932526854285714 0.115590209928571 0.00926857554897959 -0.0566502758048571 -0.682646268428571 -0.64584513755102 -0.821191588571429 0.0280463639104082 -0.130109919687755 0.0717316807367347 -0.739311616122449 -0.450842861620408 -0.703067162040816 -0.101232031632653 -0.0413770841408163 -0.0440305429938775 -0.785782423265306 -0.769064328571429 -0.767693533469388 -0.503416766 -0.609314348653061 -0.503416766 -0.609314348653061 -0.69051086244898 -0.703479906122449 -0.507114233334694 -0.527548078016327 -0.767607753061225 -0.793878426530612 -0.652617934612245 -0.537663420332653 -0.65991576877551 -0.619821988387755 -0.441068545118367 -0.393363507861224 -0.226347459894694 -0.0709077689367347 -0.215559603897959 -0.698383773591837 -0.664259693673469 -0.805389800612245 -0.694741783469388 -0.649646562040816 -0.835548579183673 -0.0934703770408163 -0.287354098714286 -0.266066860597959 -0.703943395102041 -0.601799673 -0.672386315102041 -0.752863330408163 -0.381666489489796 -0.741187650408163 -0.193888690020408 -0.253123122944898 -0.0535929454183673 -0.621398632897959 -0.664203364489796 0.029216157 -0.68036518755102 -0.73728323244898 0.200395106667347 -0.620189840816327 -0.550431137714286 -0.153017388943673 -0.786592663673469 -0.819038982040816 0.126565030034694 0.0257831222142857 -0.0716718306183673 -0.168897436571429 -0.0216571792734694 -0.681723268163265 0.315501568979592 0.0457666161836735
1 "WALKING_UPSTAIRS" 0.289816571132075 -0.0154041311398113 -0.112982880915094 -0.137411730132075 0.0519735234150943 -0.228768628811321 0.943286690377358 -0.251147919433962 -0.0265748738320755 -0.966886588679245 -0.962780499056604 -0.929256970188679 0.0634001956283019 0.0330178110924528 0.0234102590339623 -0.0808877493830189 0.00114664831509434 -0.454075519132075 -0.0954187641513208 -0.0198626314924528 0.0882256324896226 -0.45435705045283 -0.0591693578990566 -0.235770324396226 -0.0899650045849057 -0.0289926444150943 -0.0371951794490566 -0.330199590943396 -0.28510115809434 -0.347015072488679 -0.0534514484320755 -0.118395606396226 -0.0534514484320755 -0.118395606396226 -0.120596913283019 -0.078907569245283 -0.0991131141132075 -0.180099765566038 -0.306210435471698 -0.319021553622642 -0.101896624998113 0.0600482452558491 -0.274118734528302 -0.153937566211321 -0.0201744801492453 -0.267164676226415 -0.255152197207547 0.102113883681132 0.114725062013585 -0.11001614237566 -0.0665085153102075 -0.404914066603774 -0.133702665549057 0.00728786705471698 -0.502012588867925 -0.212668858335849 -0.370517287471698 -0.167034479339623 -0.32564964069434 -0.057524590454717 -0.152130057239623 -0.49781277545283 -0.0705500768226415 -0.335975839056604 -0.000669954507547168 0.00158995133207547 -0.0061062962 -0.0319454586018868 -0.309512739283019 0.146970327811321 -0.0500094962867925 -0.123633164566038 0.072656680519434 -0.177453982443396 -0.327915689735849 0.272573205886792 -0.300724816824528 -0.393415155509434 0.190472645246981 0.0146469212679245 0.0440177920943396 0.180919058981132 0.001450366 -0.76903823754717 0.256128571698113 0.0402128503018868
2 "LAYING" 0.269097388125 -0.0268864559358333 -0.120948548375 -0.072559753125 0.23312884975 -0.252354162166667 0.856977959583333 -0.404126627083333 0.0826927368583333 -0.938837429791667 -0.933010846041667 -0.917555895833333 0.0815927331458333 0.00149620084833334 0.014430752175 -0.0151596517291667 0.06172488435625 -0.515204477083333 -0.0931459180208333 -0.0112910851041667 0.0494186175395833 -0.387217238279167 -0.415057409791667 -0.319450146 -0.0593363088020833 -0.04658251108125 -0.04712226546875 -0.288559015208333 -0.512361622958333 -0.278224810302083 0.00415806327083333 0.0244972530375 0.00415806327083333 0.0244972530375 -0.128826431010417 0.0558852937729167 -0.215395078270833 -0.300796527916667 -0.451848748541667 -0.396054356958333 -0.0145416389375 0.222420554256042 -0.315436974166667 -0.0991750451375 0.15755794285625 -0.281227433333333 -0.294062141689583 0.0197427847583333 -0.0461540458027083 -0.0102368861458333 0.0458642723083333 -0.466361107270833 -0.114122651125 0.00181550827083334 -0.563534810833333 -0.116827985333333 -0.315876943520833 -0.296388196770833 -0.21681217141875 -0.396193527875 -0.179616561575 -0.444433677729167 -0.43774797375 -0.439399578333333 -0.0285589489375 0.0258333020208333 0.194771391333333 0.10602124671875 -0.185248058835417 0.142685071220833 0.0702263228916667 0.027081420825 0.04449408625 -0.336836265354167 -0.401627708375 0.114267743086875 -0.430936552604167 -0.3958973221875 -0.0401840223104167 0.0437129309666667 -0.0544688169166667 0.189000760625 -0.0881529846645833 -0.597990618541667 0.367037088958333 -0.0365401408177083
2 "SITTING" 0.275874849782609 -0.0177618588978261 -0.106276611782609 -0.933601448695652 -0.862470335647826 -0.847197326956522 0.874768977173913 -0.244298511237913 0.160832084565217 -0.975495815652174 -0.955528580217391 -0.934519006304348 0.0813417198913043 0.00350808767130435 0.00131111500217391 -0.921044591565217 -0.90950654173913 -0.932240991086957 -0.0400447254769565 -0.0628724064130435 0.074295748826087 -0.921083702826087 -0.932387772608696 -0.876733144608696 -0.112601660130435 -0.0416487780695652 -0.0612351923652174 -0.93312526673913 -0.945198328478261 -0.942094536086956 -0.885480118934783 -0.880028255652174 -0.885480118934783 -0.880028255652174 -0.920740632826087 -0.910528172913043 -0.876233410543478 -0.903605696304348 -0.94530664326087 -0.939745661956522 -0.926273986304348 -0.878226932869565 -0.880313350058696 -0.936913249347826 -0.863020711673913 -0.841591401086957 0.0576930617608696 0.104035923886957 0.10307677443913 -0.921992273913044 -0.911442239782609 -0.926325643478261 -0.927369670869565 -0.913906947608696 -0.936719692391304 0.274094110413043 -0.029030986923913 0.0387089303869565 -0.907393185282609 -0.930130313913043 -0.89053187673913 -0.925711983043478 -0.934645654130435 -0.88425257276087 -0.0292398310217391 -0.110011644078261 0.0548941788067391 -0.884002860673913 -0.896839020652174 0.129705799178261 -0.90931958473913 -0.911794585830435 0.278606699673913 -0.919120213478261 -0.910061671304348 -0.0803776221 -0.941148574130435 -0.941828404130435 0.140526120469565 0.0377317577304348 0.00495885409782609 0.0255393198695652 0.0330484618913043 -0.616924075869565 0.251795620913043 -0.0888376946521739
2 "STANDING" 0.277818446481481 -0.0176121168981481 -0.106775024907407 -0.693635404259259 -0.501547798877778 -0.71081507537037 0.33086413962963 0.159173428703704 0.369880187222222 -0.970434996851852 -0.978732076111111 -0.975600399444444 0.074828332537963 0.0129813459794444 0.00410125723814815 -0.614860402492593 -0.453218640201852 -0.77244102 -0.0392305220118518 -0.0740421222037037 0.115940955648148 -0.759661445185185 -0.754700075 -0.705989758518519 -0.0996166099444444 -0.0397073190944444 -0.0607283934388889 -0.631093957037037 -0.763543640185185 -0.656049221111111 -0.625946100740741 -0.685800127407407 -0.625946100740741 -0.685800127407407 -0.611952082018518 -0.539942646398148 -0.685117691481481 -0.741205468333333 -0.724660931296296 -0.71092308962963 -0.658186599444444 -0.467967362011111 -0.717616616296296 -0.70904852 -0.552672477240741 -0.729945291666667 -0.0769574996037037 0.279571708648148 0.267956628342593 -0.631494543888889 -0.492505563814815 -0.756900757407407 -0.632182926314815 -0.447592579268519 -0.786843309074074 0.0562737533691852 -0.0775124647851852 -4.40876037037048e-05 -0.674016334814815 -0.749560563518519 -0.655301577037037 -0.787308189444444 -0.759823080925926 -0.752039773518518 0.087007755737037 0.075644480987037 0.160804670525926 -0.628776024962963 -0.772540122592593 0.435950632981481 -0.543345316018519 -0.538379735666667 0.263715757481481 -0.724639581666667 -0.80297162037037 0.238015080705556 -0.735896679259259 -0.700680128518519 0.19006414852037 -0.0264042257222222 0.0315521987277778 0.0465593947703704 0.00610964581481481 -0.128961667962963 -0.06703992 -0.257550207537037
2 "WALKING" 0.276619901694915 -0.0181360603762712 -0.107070245966102 -0.986779671186441 -0.956600062711864 -0.959620611186441 0.819830114237288 -0.196569558135593 0.141379225745763 -0.985328428983051 -0.973525776440678 -0.962723294237288 0.0757685099152542 0.0109689975 -0.000690378560847458 -0.98108384338983 -0.973564489152542 -0.98447217559322 -0.0326737270425424 -0.0833153597355932 0.0814299288745763 -0.977887980847458 -0.971213081016949 -0.958076469661017 -0.100865281440678 -0.0405030414271186 -0.0539815024915254 -0.98336412779661 -0.984588740508475 -0.973688906949153 -0.969858494237288 -0.961241901016949 -0.969858494237288 -0.961241901016949 -0.981773258474576 -0.978087240169492 -0.956390581864407 -0.952735206949153 -0.985199931186441 -0.97957481 -0.983752858644068 -0.960579598813559 -0.969734806779661 -0.988365093559322 -0.956608911525424 -0.956821232033898 0.112450436009492 0.085015161250678 0.103091695227119 -0.981046109830508 -0.973015948305085 -0.981520257288136 -0.982917021355932 -0.976285338135593 -0.986132459830508 0.3245801211 -0.0257626755166102 0.0584522290440678 -0.972790352711864 -0.973336946101695 -0.954837886271186 -0.979594748305085 -0.970268104576271 -0.963177489491525 0.014204621220339 -0.206511223440678 -0.0146506976477966 -0.966531131355932 -0.963701023728814 0.117240105201695 -0.978628206779661 -0.976333763050847 0.264059033149153 -0.961745696271186 -0.955075668644068 -0.082667662559322 -0.980336073728814 -0.979860545932203 0.180946956318644 -0.00954392057862712 0.0249983740461017 0.0340652958423729 0.00341365848644068 -0.628267644237288 0.213699115762712 -0.0802267695610169
